user_id,acquisition_channel,signup_date,goal_set_date,platform,cohort_week,variant,broke_streak_week1,current_streak
u0449,referral,2026-04-13,2026-04-14,ios,2,,false,4
u0450,organic,2026-04-13,2026-04-14,ios,2,,false,16
u0451,paid,2026-04-13,2026-04-14,ios,2,,true,0
u0452,referral,2026-04-13,2026-04-14,ios,2,,false,15
u0453,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0454,paid,2026-04-13,2026-04-14,ios,2,,false,5
u0455,referral,2026-04-13,2026-04-14,ios,2,,false,5
u0456,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0457,paid,2026-04-13,2026-04-14,ios,2,,false,4
u0458,referral,2026-04-13,2026-04-14,ios,2,,false,12
u0459,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0460,paid,2026-04-13,2026-04-14,ios,2,,true,0
u0461,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0462,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0463,referral,2026-04-20,2026-04-21,ios,3,,true,0
u0464,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0465,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0466,referral,2026-04-20,2026-04-21,ios,3,,false,5
u0467,organic,2026-04-20,2026-04-21,ios,3,,false,7
u0468,paid,2026-04-20,2026-04-21,ios,3,,false,7
u0469,referral,2026-04-20,2026-04-21,ios,3,,false,9
u0470,organic,2026-04-20,2026-04-21,ios,3,,false,21
u0471,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0472,referral,2026-04-20,2026-04-21,ios,3,,true,0
u0473,organic,2026-04-20,2026-04-21,ios,3,,false,17
u0474,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0475,referral,2026-04-20,2026-04-21,ios,3,,false,12
u0476,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0477,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0478,referral,2026-04-20,2026-04-21,ios,3,,false,11
u0479,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0480,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0481,organic,2026-04-27,2026-04-28,ios,4,,false,12
u0482,paid,2026-04-27,2026-04-28,ios,4,,false,5
u0483,referral,2026-04-27,2026-04-28,ios,4,,false,16
u0484,organic,2026-04-27,2026-04-28,ios,4,,false,4
u0485,paid,2026-04-27,2026-04-28,ios,4,,true,0
u0486,referral,2026-04-27,2026-04-28,ios,4,,false,14
u0487,organic,2026-04-27,2026-04-28,ios,4,,true,0
u0488,paid,2026-04-27,2026-04-28,ios,4,,false,10
u0489,referral,2026-04-27,2026-04-28,ios,4,,false,18
u0490,organic,2026-04-27,2026-04-28,ios,4,,true,0
u0491,paid,2026-04-27,2026-04-28,ios,4,,true,0
u0492,referral,2026-04-27,2026-04-28,ios,4,,true,0
u0493,organic,2026-04-27,2026-04-28,ios,4,,false,11
u0494,paid,2026-04-27,2026-04-28,ios,4,,false,4
u0495,referral,2026-04-27,2026-04-28,ios,4,,false,9
u0496,organic,2026-04-27,2026-04-28,ios,4,,false,6
u0497,paid,2026-04-27,2026-04-28,ios,4,,true,0
u0498,referral,2026-04-27,2026-04-28,ios,4,,false,8
u0499,organic,2026-04-27,2026-04-28,ios,4,,false,6
u0500,paid,2026-04-27,2026-04-28,ios,4,,false,14
