session_id,user_id,session_date,session_duration_seconds,screen
s00698,u0175,2026-04-21,318,streak
s00699,u0175,2026-04-22,242,lesson
s00700,u0175,2026-04-23,114,lesson
s00701,u0176,2026-04-20,285,lesson
s00702,u0176,2026-04-21,143,home
s00703,u0176,2026-04-22,178,streak
s00704,u0176,2026-04-23,396,streak
s00705,u0177,2026-04-20,155,streak
s00706,u0177,2026-04-21,159,streak
s00707,u0177,2026-04-22,91,home
s00708,u0177,2026-04-23,209,lesson
s00709,u0178,2026-04-20,248,home
s00710,u0178,2026-04-21,283,streak
s00711,u0178,2026-04-22,373,lesson
s00712,u0178,2026-04-23,187,home
s00713,u0179,2026-04-20,410,streak
s00714,u0179,2026-04-21,129,home
s00715,u0179,2026-04-22,130,lesson
s00716,u0179,2026-04-23,243,home
s00717,u0180,2026-04-20,44,home
s00718,u0180,2026-04-21,330,lesson
s00719,u0180,2026-04-22,94,streak
s00720,u0180,2026-04-23,185,lesson
s00721,u0181,2026-04-20,279,streak
s00722,u0181,2026-04-21,138,lesson
s00723,u0181,2026-04-22,209,home
s00724,u0181,2026-04-23,414,home
s00725,u0182,2026-04-20,138,streak
s00726,u0182,2026-04-21,352,home
s00727,u0182,2026-04-22,247,streak
s00728,u0182,2026-04-23,303,lesson
s00729,u0183,2026-04-20,205,lesson
s00730,u0183,2026-04-21,43,home
s00731,u0183,2026-04-22,236,lesson
s00732,u0183,2026-04-23,268,home
s00733,u0184,2026-04-20,160,streak
s00734,u0184,2026-04-21,381,home
s00735,u0184,2026-04-22,278,home
s00736,u0184,2026-04-23,121,lesson
s00737,u0185,2026-04-20,100,streak
s00738,u0185,2026-04-21,191,streak
s00739,u0185,2026-04-22,354,lesson
s00740,u0185,2026-04-23,152,home
s00741,u0186,2026-04-20,399,lesson
s00742,u0186,2026-04-21,281,streak
s00743,u0186,2026-04-22,380,streak
s00744,u0186,2026-04-23,166,home
s00745,u0187,2026-04-20,225,streak
s00746,u0187,2026-04-21,328,home
s00747,u0187,2026-04-22,71,home
s00748,u0187,2026-04-23,298,streak
s00749,u0188,2026-04-20,99,lesson
s00750,u0188,2026-04-21,145,streak
s00751,u0188,2026-04-22,338,streak
s00752,u0188,2026-04-23,86,lesson
s00753,u0189,2026-04-20,276,streak
s00754,u0189,2026-04-21,197,streak
s00755,u0189,2026-04-22,51,streak
s00756,u0189,2026-04-23,170,lesson
s00757,u0190,2026-04-20,72,streak
s00758,u0190,2026-04-21,70,streak
s00759,u0190,2026-04-22,281,home
s00760,u0190,2026-04-23,186,home
s00761,u0191,2026-04-20,231,lesson
s00762,u0191,2026-04-21,269,lesson
s00763,u0191,2026-04-22,232,lesson
s00764,u0191,2026-04-23,389,home
s00765,u0192,2026-04-20,315,home
s00766,u0192,2026-04-21,310,lesson
s00767,u0192,2026-04-22,412,home
s00768,u0192,2026-04-23,41,home
s00769,u0193,2026-04-20,234,streak
s00770,u0193,2026-04-21,166,home
s00771,u0193,2026-04-22,217,lesson
s00772,u0193,2026-04-23,181,home
s00773,u0194,2026-04-20,254,streak
s00774,u0194,2026-04-21,48,streak
s00775,u0194,2026-04-22,145,home
s00776,u0194,2026-04-23,91,home
s00777,u0195,2026-04-20,264,lesson
s00778,u0195,2026-04-21,316,home
s00779,u0195,2026-04-22,68,home
s00780,u0195,2026-04-23,297,home
s00781,u0196,2026-04-20,204,streak
s00782,u0196,2026-04-21,194,home
s00783,u0196,2026-04-22,378,home
s00784,u0196,2026-04-23,153,streak
s00785,u0197,2026-04-20,360,home
s00786,u0197,2026-04-21,258,streak
s00787,u0197,2026-04-22,293,streak
s00788,u0197,2026-04-23,216,home
s00789,u0198,2026-04-20,116,lesson
s00790,u0198,2026-04-21,232,lesson
s00791,u0198,2026-04-22,315,home
s00792,u0198,2026-04-23,163,lesson
s00793,u0199,2026-04-20,253,lesson
s00794,u0199,2026-04-21,311,streak
s00795,u0199,2026-04-22,238,home
s00796,u0199,2026-04-23,170,home
s00797,u0200,2026-04-20,314,home
s00798,u0200,2026-04-21,137,streak
s00799,u0200,2026-04-22,177,home
s00800,u0200,2026-04-23,384,lesson
s00801,u0201,2026-04-20,326,streak
s00802,u0201,2026-04-21,285,home
s00803,u0201,2026-04-22,210,home
s00804,u0201,2026-04-23,47,lesson
s00805,u0202,2026-04-20,396,home
s00806,u0202,2026-04-21,400,streak
s00807,u0202,2026-04-22,243,home
s00808,u0202,2026-04-23,322,home
s00809,u0203,2026-04-20,302,lesson
s00810,u0203,2026-04-21,278,lesson
s00811,u0203,2026-04-22,409,home
s00812,u0203,2026-04-23,203,lesson
s00813,u0204,2026-04-20,48,home
s00814,u0204,2026-04-21,323,lesson
s00815,u0204,2026-04-22,336,streak
s00816,u0204,2026-04-23,253,streak
s00817,u0205,2026-04-20,375,streak
s00818,u0205,2026-04-21,212,streak
s00819,u0205,2026-04-22,290,lesson
s00820,u0205,2026-04-23,368,streak
s00821,u0206,2026-04-20,134,lesson
s00822,u0206,2026-04-21,368,streak
s00823,u0206,2026-04-22,308,home
s00824,u0206,2026-04-23,78,home
s00825,u0207,2026-04-20,74,home
s00826,u0207,2026-04-21,117,streak
s00827,u0207,2026-04-22,151,home
s00828,u0207,2026-04-23,273,streak
s00829,u0208,2026-04-20,377,lesson
s00830,u0208,2026-04-21,48,lesson
s00831,u0208,2026-04-22,312,home
s00832,u0208,2026-04-23,250,streak
s00833,u0209,2026-04-20,131,lesson
s00834,u0209,2026-04-21,89,home
s00835,u0209,2026-04-22,116,streak
s00836,u0209,2026-04-23,138,home
s00837,u0210,2026-04-20,275,lesson
s00838,u0210,2026-04-21,164,streak
s00839,u0210,2026-04-22,155,streak
s00840,u0210,2026-04-23,390,lesson
s00841,u0211,2026-04-20,234,lesson
s00842,u0211,2026-04-21,322,lesson
s00843,u0211,2026-04-22,68,lesson
s00844,u0211,2026-04-23,44,streak
s00845,u0212,2026-04-20,310,home
s00846,u0212,2026-04-21,157,home
s00847,u0212,2026-04-22,394,home
s00848,u0212,2026-04-23,283,streak
s00849,u0213,2026-04-20,328,streak
s00850,u0213,2026-04-21,56,streak
s00851,u0213,2026-04-22,201,home
s00852,u0213,2026-04-23,146,home
s00853,u0214,2026-04-20,163,streak
s00854,u0214,2026-04-21,239,streak
s00855,u0214,2026-04-22,316,streak
s00856,u0214,2026-04-23,236,lesson
s00857,u0215,2026-04-20,67,lesson
s00858,u0215,2026-04-21,263,home
s00859,u0215,2026-04-22,78,home
s00860,u0215,2026-04-23,349,lesson
s00861,u0216,2026-04-20,179,streak
s00862,u0216,2026-04-21,291,lesson
s00863,u0216,2026-04-22,222,home
s00864,u0216,2026-04-23,232,streak
s00865,u0217,2026-04-20,166,lesson
s00866,u0217,2026-04-21,77,streak
s00867,u0217,2026-04-22,177,home
s00868,u0217,2026-04-23,234,home
s00869,u0218,2026-04-20,42,home
s00870,u0218,2026-04-21,267,lesson
s00871,u0218,2026-04-22,178,lesson
s00872,u0218,2026-04-23,107,home
s00873,u0219,2026-04-20,53,home
s00874,u0219,2026-04-21,221,home
s00875,u0219,2026-04-22,87,streak
s00876,u0219,2026-04-23,346,streak
s00877,u0220,2026-04-20,164,streak
s00878,u0220,2026-04-21,306,streak
s00879,u0220,2026-04-22,390,home
s00880,u0220,2026-04-23,126,lesson
s00881,u0221,2026-04-20,181,lesson
s00882,u0221,2026-04-21,193,lesson
s00883,u0221,2026-04-22,79,lesson
s00884,u0221,2026-04-23,168,lesson
s00885,u0222,2026-04-20,43,lesson
s00886,u0222,2026-04-21,210,lesson
s00887,u0222,2026-04-22,234,streak
s00888,u0222,2026-04-23,265,lesson
s00889,u0223,2026-04-20,193,home
s00890,u0223,2026-04-21,348,lesson
s00891,u0223,2026-04-22,142,streak
s00892,u0223,2026-04-23,200,lesson
s00893,u0224,2026-04-20,164,streak
s00894,u0224,2026-04-21,232,lesson
s00895,u0224,2026-04-22,241,lesson
s00896,u0224,2026-04-23,98,lesson
s00897,u0225,2026-04-20,412,home
s00898,u0225,2026-04-21,402,lesson
s00899,u0225,2026-04-22,264,home
s00900,u0225,2026-04-23,394,lesson
s00901,u0226,2026-04-20,169,home
s00902,u0226,2026-04-21,118,streak
s00903,u0226,2026-04-22,256,streak
s00904,u0226,2026-04-23,77,lesson
s00905,u0227,2026-04-20,318,lesson
s00906,u0227,2026-04-21,224,home
s00907,u0227,2026-04-22,314,streak
s00908,u0227,2026-04-23,366,streak
s00909,u0228,2026-04-20,62,streak
s00910,u0228,2026-04-21,370,streak
s00911,u0228,2026-04-22,371,streak
s00912,u0228,2026-04-23,209,lesson
s00913,u0229,2026-04-20,305,streak
s00914,u0229,2026-04-21,337,streak
s00915,u0229,2026-04-22,334,streak
s00916,u0229,2026-04-23,268,home
s00917,u0230,2026-04-20,216,home
s00918,u0230,2026-04-21,287,home
s00919,u0230,2026-04-22,191,home
s00920,u0230,2026-04-23,83,lesson
s00921,u0231,2026-04-20,218,lesson
s00922,u0231,2026-04-21,89,lesson
s00923,u0231,2026-04-22,409,lesson
s00924,u0231,2026-04-23,271,streak
s00925,u0232,2026-04-20,371,lesson
s00926,u0232,2026-04-21,386,home
s00927,u0232,2026-04-22,419,home
s00928,u0232,2026-04-23,304,home
s00929,u0233,2026-04-20,362,lesson
s00930,u0233,2026-04-21,135,home
s00931,u0233,2026-04-22,376,streak
s00932,u0233,2026-04-23,242,lesson
s00933,u0234,2026-04-20,182,home
s00934,u0234,2026-04-21,72,streak
s00935,u0234,2026-04-22,92,streak
s00936,u0234,2026-04-23,135,streak
s00937,u0235,2026-04-20,310,lesson
s00938,u0235,2026-04-21,200,streak
s00939,u0235,2026-04-22,238,streak
s00940,u0235,2026-04-23,240,streak
s00941,u0236,2026-04-20,192,streak
s00942,u0236,2026-04-21,342,streak
s00943,u0236,2026-04-22,384,home
s00944,u0236,2026-04-23,200,home
s00945,u0237,2026-04-20,345,lesson
s00946,u0237,2026-04-21,334,home
s00947,u0237,2026-04-22,256,lesson
s00948,u0237,2026-04-23,289,home
s00949,u0238,2026-04-20,111,lesson
s00950,u0238,2026-04-21,201,home
s00951,u0238,2026-04-22,357,lesson
s00952,u0238,2026-04-23,223,home
s00953,u0239,2026-04-20,374,streak
s00954,u0239,2026-04-21,249,lesson
s00955,u0239,2026-04-22,291,streak
s00956,u0239,2026-04-23,403,lesson
s00957,u0240,2026-04-20,56,lesson
s00958,u0240,2026-04-21,155,lesson
s00959,u0240,2026-04-22,187,streak
s00960,u0240,2026-04-23,274,home
s00961,u0241,2026-04-27,177,home
s00962,u0241,2026-04-28,227,streak
s00963,u0241,2026-04-29,61,streak
s00964,u0241,2026-04-30,265,streak
s00965,u0242,2026-04-27,56,lesson
s00966,u0242,2026-04-28,174,lesson
s00967,u0242,2026-04-29,84,lesson
s00968,u0242,2026-04-30,100,lesson
s00969,u0243,2026-04-27,352,streak
s00970,u0243,2026-04-28,259,streak
s00971,u0243,2026-04-29,355,home
s00972,u0243,2026-04-30,145,home
s00973,u0244,2026-04-27,126,streak
s00974,u0244,2026-04-28,400,lesson
s00975,u0244,2026-04-29,188,lesson
s00976,u0244,2026-04-30,176,streak
s00977,u0245,2026-04-27,70,lesson
s00978,u0245,2026-04-28,375,lesson
s00979,u0245,2026-04-29,399,home
s00980,u0245,2026-04-30,167,home
s00981,u0246,2026-04-27,290,lesson
s00982,u0246,2026-04-28,335,home
s00983,u0246,2026-04-29,177,streak
s00984,u0246,2026-04-30,252,streak
s00985,u0247,2026-04-27,182,streak
s00986,u0247,2026-04-28,228,streak
s00987,u0247,2026-04-29,289,lesson
s00988,u0247,2026-04-30,337,lesson
s00989,u0248,2026-04-27,223,streak
s00990,u0248,2026-04-28,313,home
s00991,u0248,2026-04-29,151,lesson
s00992,u0248,2026-04-30,148,lesson
s00993,u0249,2026-04-27,215,lesson
s00994,u0249,2026-04-28,64,streak
s00995,u0249,2026-04-29,90,home
s00996,u0249,2026-04-30,275,streak
s00997,u0250,2026-04-27,143,lesson
s00998,u0250,2026-04-28,107,streak
s00999,u0250,2026-04-29,194,streak
s01000,u0250,2026-04-30,180,home
s01001,u0251,2026-04-27,242,home
s01002,u0251,2026-04-28,196,streak
s01003,u0251,2026-04-29,398,streak
s01004,u0251,2026-04-30,259,home
s01005,u0252,2026-04-27,267,streak
s01006,u0252,2026-04-28,44,home
s01007,u0252,2026-04-29,215,streak
s01008,u0252,2026-04-30,256,home
s01009,u0253,2026-04-27,200,home
s01010,u0253,2026-04-28,193,lesson
s01011,u0253,2026-04-29,235,home
s01012,u0253,2026-04-30,368,home
s01013,u0254,2026-04-27,219,lesson
s01014,u0254,2026-04-28,149,streak
s01015,u0254,2026-04-29,117,streak
s01016,u0254,2026-04-30,355,lesson
s01017,u0255,2026-04-27,413,streak
s01018,u0255,2026-04-28,219,lesson
s01019,u0255,2026-04-29,201,lesson
s01020,u0255,2026-04-30,166,home
s01021,u0256,2026-04-27,185,streak
s01022,u0256,2026-04-28,53,streak
s01023,u0256,2026-04-29,194,streak
s01024,u0256,2026-04-30,305,home
s01025,u0257,2026-04-27,293,home
s01026,u0257,2026-04-28,97,lesson
s01027,u0257,2026-04-29,295,home
s01028,u0257,2026-04-30,344,streak
s01029,u0258,2026-04-27,255,streak
s01030,u0258,2026-04-28,319,lesson
s01031,u0258,2026-04-29,128,streak
s01032,u0258,2026-04-30,77,lesson
s01033,u0259,2026-04-27,243,home
s01034,u0259,2026-04-28,186,streak
s01035,u0259,2026-04-29,404,streak
s01036,u0259,2026-04-30,252,streak
s01037,u0260,2026-04-27,198,home
s01038,u0260,2026-04-28,301,home
s01039,u0260,2026-04-29,119,home
s01040,u0260,2026-04-30,207,streak
s01041,u0261,2026-04-27,413,lesson
s01042,u0261,2026-04-28,69,home
s01043,u0261,2026-04-29,84,home
s01044,u0261,2026-04-30,99,lesson
s01045,u0262,2026-04-27,101,home
s01046,u0262,2026-04-28,402,home
s01047,u0262,2026-04-29,399,home
s01048,u0262,2026-04-30,123,home
s01049,u0263,2026-04-27,104,lesson
s01050,u0263,2026-04-28,177,streak
s01051,u0263,2026-04-29,100,streak
s01052,u0263,2026-04-30,211,home
s01053,u0264,2026-04-27,294,home
s01054,u0264,2026-04-28,301,lesson
s01055,u0264,2026-04-29,68,lesson
s01056,u0264,2026-04-30,330,lesson
s01057,u0265,2026-04-27,410,streak
s01058,u0265,2026-04-28,156,home
s01059,u0265,2026-04-29,300,streak
s01060,u0265,2026-04-30,62,home
s01061,u0266,2026-04-27,58,home
s01062,u0266,2026-04-28,405,streak
s01063,u0266,2026-04-29,375,streak
s01064,u0266,2026-04-30,154,lesson
s01065,u0267,2026-04-27,101,lesson
s01066,u0267,2026-04-28,384,streak
s01067,u0267,2026-04-29,131,home
s01068,u0267,2026-04-30,304,home
s01069,u0268,2026-04-27,323,home
s01070,u0268,2026-04-28,44,lesson
s01071,u0268,2026-04-29,142,lesson
s01072,u0268,2026-04-30,328,lesson
s01073,u0269,2026-04-27,415,home
s01074,u0269,2026-04-28,165,streak
s01075,u0269,2026-04-29,43,home
s01076,u0269,2026-04-30,52,lesson
s01077,u0270,2026-04-27,40,lesson
s01078,u0270,2026-04-28,232,streak
s01079,u0270,2026-04-29,412,streak
s01080,u0270,2026-04-30,93,lesson
s01081,u0271,2026-04-27,183,streak
s01082,u0271,2026-04-28,62,home
s01083,u0271,2026-04-29,306,home
s01084,u0271,2026-04-30,398,lesson
s01085,u0272,2026-04-27,366,home
s01086,u0272,2026-04-28,78,lesson
s01087,u0272,2026-04-29,330,streak
s01088,u0272,2026-04-30,262,home
s01089,u0273,2026-04-27,207,streak
s01090,u0273,2026-04-28,271,lesson
s01091,u0273,2026-04-29,159,lesson
s01092,u0273,2026-04-30,143,home
s01093,u0274,2026-04-27,278,lesson
s01094,u0274,2026-04-28,248,lesson
s01095,u0274,2026-04-29,314,home
s01096,u0274,2026-04-30,146,lesson
s01097,u0275,2026-04-27,396,streak
s01098,u0275,2026-04-28,60,streak
s01099,u0275,2026-04-29,207,home
s01100,u0275,2026-04-30,86,home
s01101,u0276,2026-04-27,129,lesson
s01102,u0276,2026-04-28,247,home
s01103,u0276,2026-04-29,324,lesson
s01104,u0276,2026-04-30,321,streak
s01105,u0277,2026-04-27,71,home
s01106,u0277,2026-04-28,106,home
s01107,u0277,2026-04-29,245,home
s01108,u0277,2026-04-30,391,lesson
s01109,u0278,2026-04-27,141,home
s01110,u0278,2026-04-28,267,streak
s01111,u0278,2026-04-29,87,home
s01112,u0278,2026-04-30,102,lesson
s01113,u0279,2026-04-27,242,streak
s01114,u0279,2026-04-28,55,lesson
s01115,u0279,2026-04-29,389,lesson
s01116,u0279,2026-04-30,128,lesson
s01117,u0280,2026-04-27,165,streak
s01118,u0280,2026-04-28,191,streak
s01119,u0280,2026-04-29,250,lesson
s01120,u0280,2026-04-30,285,streak
s01121,u0281,2026-04-27,167,streak
s01122,u0281,2026-04-28,318,streak
s01123,u0281,2026-04-29,235,home
s01124,u0281,2026-04-30,223,streak
s01125,u0282,2026-04-27,203,home
s01126,u0282,2026-04-28,152,streak
s01127,u0282,2026-04-29,183,home
s01128,u0282,2026-04-30,281,home
s01129,u0283,2026-04-27,376,home
s01130,u0283,2026-04-28,176,home
s01131,u0283,2026-04-29,417,streak
s01132,u0283,2026-04-30,152,home
s01133,u0284,2026-04-27,161,home
s01134,u0284,2026-04-28,202,streak
s01135,u0284,2026-04-29,397,streak
s01136,u0284,2026-04-30,342,lesson
s01137,u0285,2026-04-27,136,streak
s01138,u0285,2026-04-28,317,lesson
s01139,u0285,2026-04-29,129,lesson
s01140,u0285,2026-04-30,59,lesson
s01141,u0286,2026-04-27,143,streak
s01142,u0286,2026-04-28,214,home
s01143,u0286,2026-04-29,130,streak
s01144,u0286,2026-04-30,70,lesson
s01145,u0287,2026-04-27,231,home
s01146,u0287,2026-04-28,379,streak
s01147,u0287,2026-04-29,340,lesson
s01148,u0287,2026-04-30,212,home
s01149,u0288,2026-04-27,289,streak
s01150,u0288,2026-04-28,202,streak
s01151,u0288,2026-04-29,402,home
s01152,u0288,2026-04-30,395,streak
s01153,u0289,2026-04-27,392,streak
s01154,u0289,2026-04-28,105,lesson
s01155,u0289,2026-04-29,413,home
s01156,u0289,2026-04-30,399,home
s01157,u0290,2026-04-27,348,home
s01158,u0290,2026-04-28,353,lesson
s01159,u0290,2026-04-29,367,home
s01160,u0290,2026-04-30,93,streak
s01161,u0291,2026-04-27,85,streak
s01162,u0291,2026-04-28,383,streak
s01163,u0291,2026-04-29,413,streak
s01164,u0291,2026-04-30,268,lesson
s01165,u0292,2026-04-27,408,home
s01166,u0292,2026-04-28,64,home
s01167,u0292,2026-04-29,264,lesson
s01168,u0292,2026-04-30,254,streak
s01169,u0293,2026-04-27,335,lesson
s01170,u0293,2026-04-28,391,streak
s01171,u0293,2026-04-29,123,home
s01172,u0293,2026-04-30,77,lesson
s01173,u0294,2026-04-27,127,lesson
s01174,u0294,2026-04-28,122,lesson
s01175,u0294,2026-04-29,78,streak
s01176,u0294,2026-04-30,87,streak
s01177,u0295,2026-04-27,374,lesson
s01178,u0295,2026-04-28,350,home
s01179,u0295,2026-04-29,120,lesson
s01180,u0295,2026-04-30,91,home
s01181,u0296,2026-04-27,378,lesson
s01182,u0296,2026-04-28,192,lesson
s01183,u0296,2026-04-29,89,home
s01184,u0296,2026-04-30,241,home
s01185,u0297,2026-04-27,190,home
s01186,u0297,2026-04-28,360,streak
s01187,u0297,2026-04-29,285,streak
s01188,u0297,2026-04-30,89,home
s01189,u0298,2026-04-27,197,home
s01190,u0298,2026-04-28,281,lesson
s01191,u0298,2026-04-29,378,lesson
s01192,u0298,2026-04-30,86,lesson
s01193,u0299,2026-04-27,174,home
s01194,u0299,2026-04-28,278,lesson
s01195,u0299,2026-04-29,155,lesson
s01196,u0299,2026-04-30,328,lesson
s01197,u0300,2026-04-27,341,lesson
s01198,u0300,2026-04-28,323,home
s01199,u0300,2026-04-29,238,home
s01200,u0300,2026-04-30,254,streak
s01201,u0301,2026-04-27,193,lesson
s01202,u0301,2026-04-28,242,home
s01203,u0301,2026-04-29,57,streak
s01204,u0301,2026-04-30,332,streak
s01205,u0302,2026-04-27,128,lesson
s01206,u0302,2026-04-28,148,home
s01207,u0302,2026-04-29,104,home
s01208,u0302,2026-04-30,256,home
s01209,u0303,2026-04-27,344,home
s01210,u0303,2026-04-28,203,lesson
s01211,u0303,2026-04-29,74,streak
s01212,u0303,2026-04-30,238,home
s01213,u0304,2026-04-27,359,streak
s01214,u0304,2026-04-28,307,streak
s01215,u0304,2026-04-29,97,lesson
s01216,u0304,2026-04-30,116,lesson
s01217,u0305,2026-04-27,328,home
s01218,u0305,2026-04-28,186,home
s01219,u0305,2026-04-29,216,streak
s01220,u0305,2026-04-30,175,lesson
s01221,u0306,2026-04-27,351,streak
s01222,u0306,2026-04-28,395,streak
s01223,u0306,2026-04-29,59,lesson
s01224,u0306,2026-04-30,209,lesson
s01225,u0307,2026-04-27,195,lesson
s01226,u0307,2026-04-28,183,lesson
s01227,u0307,2026-04-29,396,lesson
s01228,u0307,2026-04-30,90,streak
s01229,u0308,2026-04-27,253,streak
s01230,u0308,2026-04-28,370,streak
s01231,u0308,2026-04-29,136,home
s01232,u0308,2026-04-30,148,lesson
s01233,u0309,2026-04-27,303,home
s01234,u0309,2026-04-28,73,home
s01235,u0309,2026-04-29,403,lesson
s01236,u0309,2026-04-30,246,streak
s01237,u0310,2026-04-27,142,home
s01238,u0310,2026-04-28,167,home
s01239,u0310,2026-04-29,273,home
s01240,u0310,2026-04-30,224,home
s01241,u0311,2026-04-27,388,home
s01242,u0311,2026-04-28,163,home
s01243,u0311,2026-04-29,290,lesson
s01244,u0311,2026-04-30,268,streak
s01245,u0312,2026-04-27,392,streak
s01246,u0312,2026-04-28,185,home
s01247,u0312,2026-04-29,237,home
s01248,u0312,2026-04-30,123,home
s01249,u0313,2026-04-27,145,streak
s01250,u0313,2026-04-28,373,lesson
s01251,u0313,2026-04-29,302,lesson
s01252,u0313,2026-04-30,389,home
s01253,u0314,2026-04-27,154,home
s01254,u0314,2026-04-28,351,lesson
s01255,u0314,2026-04-29,404,lesson
s01256,u0314,2026-04-30,369,streak
s01257,u0315,2026-04-27,306,streak
s01258,u0315,2026-04-28,243,streak
s01259,u0315,2026-04-29,92,streak
s01260,u0315,2026-04-30,301,home
s01261,u0316,2026-04-27,184,streak
s01262,u0316,2026-04-28,390,lesson
s01263,u0316,2026-04-29,286,home
s01264,u0316,2026-04-30,212,home
s01265,u0317,2026-04-27,192,streak
s01266,u0317,2026-04-28,116,home
s01267,u0317,2026-04-29,163,streak
s01268,u0317,2026-04-30,347,home
s01269,u0318,2026-04-27,191,lesson
s01270,u0318,2026-04-28,254,lesson
s01271,u0318,2026-04-29,238,lesson
s01272,u0318,2026-04-30,58,streak
s01273,u0319,2026-04-27,366,streak
s01274,u0319,2026-04-28,383,lesson
s01275,u0319,2026-04-29,299,lesson
s01276,u0319,2026-04-30,127,lesson
s01277,u0320,2026-04-27,172,streak
s01278,u0320,2026-04-28,326,streak
s01279,u0320,2026-04-29,388,home
s01280,u0320,2026-04-30,375,lesson
s01281,u0321,2026-05-04,209,comeback
s01282,u0321,2026-05-05,173,streak
s01283,u0321,2026-05-06,277,streak
s01284,u0321,2026-05-07,280,home
s01285,u0321,2026-05-08,364,home
s01286,u0322,2026-05-04,110,comeback
s01287,u0322,2026-05-05,215,lesson
s01288,u0322,2026-05-06,331,comeback
s01289,u0322,2026-05-07,113,comeback
s01290,u0322,2026-05-08,406,streak
s01291,u0323,2026-05-04,364,comeback
s01292,u0323,2026-05-05,246,comeback
s01293,u0323,2026-05-06,284,comeback
s01294,u0323,2026-05-07,42,comeback
s01295,u0323,2026-05-08,313,home
s01296,u0324,2026-05-04,297,comeback
s01297,u0324,2026-05-05,125,streak
s01298,u0324,2026-05-06,63,home
s01299,u0324,2026-05-07,188,streak
s01300,u0324,2026-05-08,412,comeback
s01301,u0325,2026-05-04,154,lesson
s01302,u0325,2026-05-05,148,lesson
s01303,u0325,2026-05-06,341,home
s01304,u0325,2026-05-07,103,lesson
s01305,u0325,2026-05-08,404,streak
s01306,u0326,2026-05-04,103,comeback
s01307,u0326,2026-05-05,282,streak
s01308,u0326,2026-05-06,145,lesson
s01309,u0326,2026-05-07,194,home
s01310,u0326,2026-05-08,378,comeback
s01311,u0327,2026-05-04,174,lesson
s01312,u0327,2026-05-05,223,lesson
s01313,u0327,2026-05-06,191,comeback
s01314,u0327,2026-05-07,60,lesson
s01315,u0327,2026-05-08,146,comeback
s01316,u0328,2026-05-04,171,home
s01317,u0328,2026-05-05,273,lesson
s01318,u0328,2026-05-06,175,streak
s01319,u0328,2026-05-07,65,comeback
s01320,u0328,2026-05-08,129,home
s01321,u0329,2026-05-04,208,lesson
s01322,u0329,2026-05-05,264,streak
s01323,u0329,2026-05-06,415,streak
s01324,u0329,2026-05-07,230,home
s01325,u0329,2026-05-08,133,streak
s01326,u0330,2026-05-04,121,home
s01327,u0330,2026-05-05,253,home
s01328,u0330,2026-05-06,331,comeback
s01329,u0330,2026-05-07,132,comeback
s01330,u0330,2026-05-08,223,comeback
s01331,u0331,2026-05-04,173,home
s01332,u0331,2026-05-05,46,streak
s01333,u0331,2026-05-06,382,lesson
s01334,u0331,2026-05-07,305,streak
s01335,u0331,2026-05-08,261,home
s01336,u0332,2026-05-04,293,comeback
s01337,u0332,2026-05-05,78,lesson
s01338,u0332,2026-05-06,204,comeback
s01339,u0332,2026-05-07,209,lesson
s01340,u0332,2026-05-08,65,streak
s01341,u0333,2026-05-04,92,home
s01342,u0333,2026-05-05,251,comeback
s01343,u0333,2026-05-06,325,home
s01344,u0333,2026-05-07,86,home
s01345,u0333,2026-05-08,300,streak
s01346,u0334,2026-05-04,406,streak
s01347,u0334,2026-05-05,98,comeback
s01348,u0334,2026-05-06,377,home
s01349,u0334,2026-05-07,41,lesson
s01350,u0334,2026-05-08,221,streak
s01351,u0335,2026-05-04,409,comeback
s01352,u0335,2026-05-05,94,comeback
s01353,u0335,2026-05-06,352,streak
s01354,u0335,2026-05-07,136,lesson
s01355,u0335,2026-05-08,241,home
s01356,u0336,2026-05-04,295,lesson
s01357,u0336,2026-05-05,311,home
s01358,u0336,2026-05-06,323,home
s01359,u0336,2026-05-07,339,comeback
s01360,u0336,2026-05-08,300,comeback
s01361,u0337,2026-05-04,236,comeback
s01362,u0337,2026-05-05,351,comeback
s01363,u0337,2026-05-06,180,lesson
s01364,u0337,2026-05-07,215,comeback
s01365,u0337,2026-05-08,271,streak
s01366,u0338,2026-05-04,359,lesson
s01367,u0338,2026-05-05,391,streak
s01368,u0338,2026-05-06,384,streak
s01369,u0338,2026-05-07,403,lesson
s01370,u0338,2026-05-08,297,lesson
s01371,u0339,2026-05-04,256,streak
s01372,u0339,2026-05-05,307,home
s01373,u0339,2026-05-06,52,home
s01374,u0339,2026-05-07,114,comeback
s01375,u0339,2026-05-08,383,home
s01376,u0340,2026-05-04,317,comeback
s01377,u0340,2026-05-05,223,home
s01378,u0340,2026-05-06,92,comeback
s01379,u0340,2026-05-07,420,lesson
s01380,u0340,2026-05-08,161,comeback
s01381,u0341,2026-05-04,67,comeback
s01382,u0341,2026-05-05,420,home
s01383,u0341,2026-05-06,143,streak
s01384,u0341,2026-05-07,155,comeback
s01385,u0341,2026-05-08,341,streak
s01386,u0342,2026-05-04,182,comeback
s01387,u0342,2026-05-05,106,streak
s01388,u0342,2026-05-06,339,lesson
s01389,u0342,2026-05-07,42,streak
s01390,u0342,2026-05-08,278,streak
s01391,u0343,2026-05-04,309,streak
s01392,u0343,2026-05-05,134,lesson
s01393,u0343,2026-05-06,298,home
s01394,u0343,2026-05-07,252,lesson
